week_start_date,Dimension Name,Dimension Value,admin_dose1,admin_dose2,admin_dose1_cumulative,admin_dose2_cumulative,admin_total,admin_total_cumulative
2022-12-04,Borough,Brooklyn,50,116,27539,13509,166,41048
2022-12-04,Borough,Manhattan,74,140,43224,22872,214,66096
2022-12-04,Borough,Non-NYC,31,24,9886,4292,55,14178
2022-12-04,Borough,Queens,39,27,14127,7536,66,21663
2022-12-04,Borough,Staten Island,4,2,872,438,6,1310
2022-12-11,Borough,Bronx,19,36,6057,2726,55,8783
2022-12-11,Borough,Brooklyn,31,76,27570,13585,107,41155
2022-12-11,Borough,Manhattan,51,92,43275,22964,143,66239
2022-12-11,Borough,Non-NYC,23,24,9909,4316,47,14225
2022-12-11,Borough,Queens,19,48,14146,7584,67,21730
2022-12-11,Borough,Staten Island,0,0,872,438,0,1310
